classname         gbflux psfmagr flag_class        z                RA               DEC      bii       lii    a_v
GB6J172602+601107    139  19.875          0 0.000000        261.507855         60.183411  33.8306   89.0497  0.132
GB6J172627+582625     31  21.143          0 0.000000        261.646357         58.446583  33.8543   86.9570  0.130
GB6J172635+321330    192  17.661          1 1.090000        261.646357         32.223064  31.0354   55.9450  0.176
GB6J172653+271716    138  20.147          0 0.000000        261.722574         27.287888  29.6211   50.4658  0.236
GB6J172655+434817    168  21.671          0 0.000000        261.738482         43.803955  33.1668   69.3932  0.084
GB6J172658+242332     37  19.892          0 0.000000        261.746778         24.388927  28.7021   47.3170  0.342
GB6J172711+280807     33  19.811          0 0.000000        261.790095         28.129606  29.8108   51.4126  0.221
GB6J172722+551059    274  19.378          1 0.247000        261.847773         55.181541  33.8177   83.0240  0.147
GB6J172728+453049    935  18.532          1 0.717000        261.865196         45.511040  33.2805   71.4322  0.101
GB6J172735+284149     86  20.003          0 0.000000        261.891775         28.696457  29.8880   52.0682  0.197
GB6J172813+553225     42  20.489          0 0.000000        262.048502         55.541797  33.7027   83.4570  0.147
GB6J172841+282910     81  18.757          0 0.000000        262.168865         28.485924  29.5945   51.9162  0.215
GB6J172842+280219     41  20.650          1 2.606540        262.173500         28.043627  29.4622   51.4312  0.240
GB6J172849+234719     30  18.403          0 0.000000        262.210035         23.797537  28.1096   46.8382  0.312
GB6J173000+080916     52  21.808          0 0.000000        262.499085          8.157831  21.7907   31.0341  0.369
GB6J173020+303331     41  18.840          0 0.000000        262.581797         30.545532  29.8267   54.3086  0.188
GB6J173024+080836     80  17.507          0 0.000000        262.605858          8.146127  21.6906   31.0727  0.382
GB6J173047+092217     49  21.625          0 0.000000        262.703247          9.377700  22.1400   32.3130  0.456
GB6J173047+371451     78  17.915          6 0.204000        262.696037         37.248650  31.3453   61.8953  0.175
GB6J173049+694919     51  20.751          0 0.000000        262.708740         69.815437  32.2604  100.4087  0.205
GB6J173142+235715     46  22.630          0 0.000000        262.934590         23.962656  27.5387   47.2618  0.341
GB6J173253+085817     55  21.275          0 0.000000        263.221006          8.974958  21.5049   32.1602  0.514
GB6J173312+704632     71  16.205          4 0.040000        263.302145         70.774948  31.9146  101.4912  0.191
GB6J173355+063415     50  17.885          0 0.000000        263.488140          6.567840  20.2072   29.9722  0.432
GB6J173405+235012     31  19.584          0 0.000000        263.525791         23.840784  26.9885   47.3348  0.366
GB6J173417+313558     61  20.546          0 0.000000        263.577518         31.599707  29.2906   55.7404  0.182
GB6J173454+521226     39  19.821          0 0.000000        263.738909         52.210060  32.6143   79.5116  0.142
GB6J173511+080840    358  18.222          0 0.000000        263.793526          8.141961  20.6321   31.6215  0.518
GB6J173512+565001     31  19.998          0 0.000000        263.807373         56.839394  32.7266   85.0102  0.179
GB6J173513+250510    102  21.110          0 0.000000        263.804684         25.085852  27.1598   48.7488  0.372
GB6J173520+525545     59  22.022          0 0.000000        263.832693         52.932026  32.5970   80.3710  0.144
GB6J173641+301921     71  21.104          0 0.000000        264.175472         30.320913  28.4444   54.4988  0.222
GB6J173824+264531     87  22.092          0 0.000000        264.596815         26.759964  27.0222   50.7866  0.230
GB6J173841+322418    142  15.859          1 0.126000        264.668770         32.402519  28.6151   56.9084  0.191
GB6J173928+495502    428  18.162          1 1.545000        264.864149         49.917606  31.7301   76.8768  0.135
GB6J173958+473802    818  18.749          6 0.000000        264.988031         47.632877  31.3960   74.2225  0.115
GB6J174005+221058    683  18.166          0 0.000000        265.024452         22.183598  25.1236   46.1301  0.547
GB6J174006+450700    192  17.917          1 2.788000        265.026541         45.113995  31.0248   71.3092  0.138
GB6J174022+430237     32  20.712          0 0.000000        265.091028         43.046184  30.6460   68.9411  0.148
GB6J174035+534621     38  19.210          0 0.000000        265.152197         53.773300  31.8575   81.4159  0.160
GB6J174036+521147   1699  17.185          1 1.381000        265.154085         52.195392  31.7480   79.5637  0.148
GB6J174048+434825    196  19.198          1 2.246000        265.203981         43.804489  30.6930   69.8262  0.151
GB6J174133+573446     53  18.937          0 0.000000        265.400963         57.586136  31.8748   85.9087  0.211
GB6J174151+181735     47  16.629          0 0.000000        265.464506         18.288858  23.3107   42.3230  0.321
GB6J174204+574156     70  21.100          0 0.000000        265.519667         57.699593  31.8139   86.0439  0.211
GB6J174205+190435    219  19.406          0 0.000000        265.521298         19.076943  23.5589   43.1403  0.382
GB6J174231+594513     88  17.078          6 0.400000        265.633364         59.751869  31.7808   88.4593  0.224
GB6J174242+165653     35  24.802          0 0.000000        265.680456         16.939682  22.6013   41.0568  0.368
GB6J174304+180318     31  21.100          0 0.000000        265.767317         18.062292  22.9583   42.2147  0.324
GB6J174355+500637     60  21.585          0 0.000000        265.986585         50.107693  31.0325   77.1861  0.150
GB6J174455+554220    562  15.524          1 0.030580        266.235895         55.704765  31.3436   83.7220  0.203
GB6J174524+562724     89  20.238          0 0.000000        266.357031         56.460831  31.3150   84.6100  0.209
GB6J174534+171957    690  20.453          1 1.702000        266.396685         17.333729  22.1241   41.7373  0.355
GB6J174556+181500    334  18.946          0 0.000000        266.483030         18.247337  22.4010   42.6822  0.356
GB6J174605+642154    163  22.428          0 0.000000        266.527805         64.363793  31.2902   93.8625  0.161
GB6J174614+622700    589  19.010          1 3.889000        266.558475         62.448532  31.3201   91.6211  0.166
GB6J174627+604826    101  22.402          0 0.000000        266.611776         60.806328  31.3000   89.6988  0.213
GB6J174631+534136    116  19.941          0 0.000000        266.635351         53.692070  30.9766   81.3936  0.171
GB6J174648+260325    263  17.006          0 0.000000        266.701212         26.055651  25.0109   50.7248  0.341
GB6J174727+465901    669  21.167          6 0.000000        266.861029         46.980816  30.0482   73.6750  0.130
GB6J174735+495807     31  19.546          0 0.000000        266.896277         49.969002  30.4361   77.1049  0.160
GB6J174757+153953     32  20.408          0 0.000000        266.990290         15.671432  20.9456   40.3363  0.477
GB6J174851+444035     34  20.268          0 0.000000        267.202692         44.693230  29.4353   71.1219  0.151
GB6J174854+442403     51  19.473          0 0.000000        267.232103         44.394722  29.3610   70.7892  0.151
GB6J174900+432151    321  18.073          6 0.000000        267.251501         43.364246  29.1552   69.6317  0.148
GB6J174916+435226     52  20.280          0 0.000000        267.318134         43.877991  29.2051   70.2199  0.147
GB6J174937+524108     77  24.497          0 0.000000        267.412319         52.687779  30.4211   80.2802  0.183
GB6J175004+151840     88  20.861          0 0.000000        267.521124         15.311909  20.3328   40.2037  0.445
GB6J175041+395706     38  16.214          4 0.049300        267.671356         39.949757  28.1343   65.9016  0.186
GB6J175041+585132     35  16.923          4 0.066600        267.669067         58.857552  30.7220   87.4407  0.217
GB6J175046+513010     44  19.229          0 0.000000        267.702742         51.503353  30.1137   78.9397  0.189
GB6J175126+455319     35  22.633          0 0.000000        267.872572         45.907234  29.1853   72.5875  0.165
GB6J175131+471259     49  17.083          1 1.480000        267.881813         47.222923  29.3999   74.0759  0.160
GB6J175151+235719     40  24.810          0 0.000000        267.963953         23.945828  23.2134   48.9822  0.440
GB6J175215+523427     40  22.464          0 0.000000        268.068752         52.576485  30.0131   80.2013  0.184
GB6J175217+582011     73  20.791          0 0.000000        268.071642         58.332672  30.4873   86.8432  0.216
GB6J175323+441001   1000  19.850          1 0.871000        268.344355         44.162689  28.5352   70.7002  0.152
GB6J175406+645217    257  18.722          0 0.000000        268.531609         64.867401  30.4213   94.4290  0.178
GB6J175459+520112     56  18.477          0 0.000000        268.749733         52.020618  29.5335   79.6225  0.189
GB6J175602+574859    463  18.500          1 2.110000        269.015093         57.813328  29.9567   86.2797  0.212
GB6J175625+452328     59  18.222          0 0.000000        269.113627         45.388546  28.2373   72.1876  0.193
GB6J175628+580708     38  18.368          4 0.192000        269.121437         58.116177  29.9222   86.6329  0.210
GB6J175631+521444     45  21.862          0 0.000000        269.117460         52.241730  29.3378   79.9073  0.189
GB6J175639+653211     43  20.703          0 0.000000        269.168186         65.529427  30.1510   95.1941  0.206
GB6J175704+535153     42  18.814          4 0.119000        269.277849         53.860428  29.4392   81.7647  0.179
GB6J175727+475736    153  19.885          0 0.000000        269.368115         47.956779  28.5340   75.0941  0.175
GB6J175728+552309     73  16.661          4 0.065000        269.367828         55.386631  29.5525   83.5144  0.176
GB6J175904+505608     39  21.929          0 0.000000        269.772520         50.930897  28.7525   78.4871  0.222
GB6J175925+644839     33  20.465          0 0.000000        269.845848         64.815735  29.8625   94.3718  0.180
GB6J175941+462817    124  17.824          0 0.000000        269.924154         46.466641  27.8913   73.5093  0.197
GB6J180024+384834    735  17.539          1 2.092000        270.103168         38.808525  26.0340   65.1703  0.147
GB6J180025+230530     35  18.274          0 0.000000        270.115242         23.088434  21.0644   48.8847  0.566
